nome,data,alta,baixa,abertura,fechamento,volume,capitalizacao_de_mercado,valorizacao,ano,dia_semana,retorno_acumulado,mudanca_preco
Litecoin,2019-11-07,64.4103366337,61.0816516612,64.2390033324,61.8432220073,3557191963,3935124153,-2.3957813251000033,2019,Quinta-feira,13.10689561162265,-0.03774032468974342
Litecoin,2019-11-08,62.446647276,59.5096890711,61.877557427,60.5299177709,3414910991,3852007191,-1.3476396561000001,2019,Sexta-feira,12.807321217406745,-0.02123602544907799
Litecoin,2019-11-09,62.1530340886,60.3799688171,60.4867550739,61.9547120517,2849228741,3943126748,1.4679569778000001,2019,Sábado,13.132327314031368,0.023538678611669583
Litecoin,2019-11-10,64.5986163128,61.8053653436,61.8971432952,63.8414664618,3611586094,4063643936,1.9443231666000003,2019,Domingo,13.562709927422818,0.030453767721905445
Litecoin,2019-11-11,64.3397303508,61.3675439417,63.7791565367,61.899106855,3033016472,3940458193,-1.880049681700001,2019,Segunda-feira,13.119643358056079,-0.030424733554048733
Litecoin,2019-11-12,62.4744727402,60.6897755616,61.9334540107,61.3402972966,3333604208,3905317178,-0.5931567140999974,2019,Terça-feira,12.992174771341835,-0.009027748327758989
Litecoin,2019-11-13,62.0570720205,60.8725331746,61.3704205959,61.1113468285,3094050321,3891188361,-0.2590737674000039,2019,Quarta-feira,12.93994947891872,-0.003732464272107383
Litecoin,2019-11-14,61.2162472705,59.4160154619,61.0771521379,59.4298942835,3040274519,3784543703,-1.647257854400003,2019,Quinta-feira,12.556397736976615,-0.027514571880059346
Litecoin,2019-11-15,60.4716302489,57.5368681484,59.4805933535,57.8117103973,3195878562,3681894624,-1.668882956200001,2019,Sexta-feira,12.187278043304465,-0.02722844968360094
Litecoin,2019-11-16,59.1802962416,57.4711546252,57.7882987915,58.5654374358,2841793395,3730285758,0.7771386443000026,2019,Sábado,12.359208746567662,0.013037618733646728
Litecoin,2019-11-17,60.6693902505,58.3448549824,58.6047494585,59.5732277141,3215100478,3794900734,0.9684782555999973,2019,Domingo,12.58909315092014,0.017207935643010375
Litecoin,2019-11-18,60.0771124408,55.8579714988,59.5700449627,56.80095038,3131873188,3618749968,-2.7690945826999993,2019,Segunda-feira,11.956716219556508,-0.04653562414654666
Litecoin,2019-11-19,57.5945168531,54.9418747244,56.8041663333,55.6239869248,3030389859,3544160660,-1.1801794085000026,2019,Terça-feira,11.688242164319844,-0.02072084088956405
Litecoin,2019-11-20,56.6596943312,55.0926728322,55.633770987,55.2909230079,2858714058,3523320531,-0.3428479791000001,2019,Quarta-feira,11.612267825415705,-0.005987774974675619
Litecoin,2019-11-21,55.4358794561,50.1548156191,55.2841914031,50.8830533118,3158748317,3242806030,-4.401138091300005,2019,Quinta-feira,10.606800198499734,-0.07972139831107905
Litecoin,2019-11-22,51.3897379972,44.8905771605,50.879672443,47.6155372253,3734545939,3034882008,-3.2641352176999945,2019,Sexta-feira,9.861455650699293,-0.06421619525222644
Litecoin,2019-11-23,48.7074447406,46.7760624505,47.6223300609,48.7064912945,2746902870,3104760987,1.0841612335999997,2019,Sábado,10.110310329866278,0.02291172446586054
Litecoin,2019-11-24,48.7819934061,44.7342264543,48.7148580962,44.7342264543,2709705879,2849656912,-3.980631641899997,2019,Domingo,9.204207387238132,-0.08155514254110419
Litecoin,2019-11-25,47.2674198639,42.9639114571,44.7698183109,45.8303359717,3408224795,2919784838,1.0605176608000022,2019,Segunda-feira,9.454238062209154,0.02450270417707512
Litecoin,2019-11-26,47.5400400844,45.6633145912,45.8141056619,47.2733413597,2659405400,3012041642,1.459235697799997,2019,Terça-feira,9.783398246863214,0.03148581299711717
Litecoin,2019-11-27,48.5171481764,45.4413073094,47.1645620998,48.0088062763,2979663352,3059223170,0.8442441764999984,2019,Quarta-feira,9.95116322526719,0.015557709597971758
Litecoin,2019-11-28,48.5541309895,47.0204952384,48.0021226692,47.0569488598,2662459127,2998875250,-0.9451738093999964,2019,Quinta-feira,9.734037519718905,-0.019826725351633878
Litecoin,2019-11-29,49.3222793861,47.0913379254,47.0913379254,48.8791579725,2944492393,3115330867,1.7878200471000056,2019,Sexta-feira,10.149696874148598,0.0387234862619128
Litecoin,2019-11-30,49.283763329,47.0899868629,48.9127837952,47.4754306825,2678481167,3026175357,-1.437353112700002,2019,Sábado,9.829496313691404,-0.02871831979572481
Litecoin,2019-12-01,48.3011431607,46.2400349248,47.4638955033,47.7111707214,2781413686,3041545709,0.24727521810000042,2019,Domingo,9.883270357350542,0.004965516594816366
Litecoin,2019-12-02,47.810468442,45.3233855615,47.651472316,45.8170166941,2680452035,2921144389,-1.8344556219000054,2019,Segunda-feira,9.451199836634435,-0.03970043070962448
Litecoin,2019-12-03,46.6225541909,44.7634139083,45.7754699694,45.3816049176,2557212174,2893726010,-0.39386505179999887,2019,Terça-feira,9.351879195183518,-0.009503276466188315
Litecoin,2019-12-04,46.5357682267,44.5830362323,45.3999477114,45.1929506727,2951880019,2882011362,-0.20699703870000263,2019,Quarta-feira,9.308845768833583,-0.004157064194678539
Litecoin,2019-12-05,46.7461560715,44.3621178851,45.1426436638,45.3016395062,2818768679,2889242709,0.15899584239999598,2019,Quinta-feira,9.3336384943509,0.0024049952897997606
Litecoin,2019-12-06,45.7033498546,44.7536343031,45.2879115228,45.6701186502,2585078804,2913078062,0.38220712740000096,2019,Sexta-feira,9.417691308074843,0.008133903055530078
Litecoin,2019-12-07,46.2079873065,45.3991786837,45.6737318117,45.6404906377,2380335463,2911520839,-0.03324117400000404,2019,Sábado,9.410932939640093,-0.000648739556096456
Litecoin,2019-12-08,46.5076791074,45.4473061076,45.6822685073,45.952944994,2266427857,2931804622,0.27067648669999755,2019,Domingo,9.482206085583243,0.0068459903023458946
Litecoin,2019-12-09,46.0654327563,44.7143524273,45.8999137664,44.9392434215,2473452708,2867412869,-0.9606703448999951,2019,Segunda-feira,9.250973271372702,-0.022059556196721508
Litecoin,2019-12-10,45.1036148085,44.110364187,45.0120549621,44.6442411233,2349745528,2848915169,-0.3678138388000036,2019,Terça-feira,9.1836810687542,-0.006564469620306657
Litecoin,2019-12-11,44.9317953314,43.7200613756,44.6105562936,43.9456963085,2507211954,2804621325,-0.6648599851000014,2019,Quarta-feira,9.024337838201616,-0.015646918778857377
Litecoin,2019-12-12,44.2838784839,43.5024827365,43.9226961668,44.0821699521,2740797932,2813611017,0.15947378530000123,2019,Quinta-feira,9.0554684840754,0.0031055064560123746
Litecoin,2019-12-13,44.502909977,43.7100618787,44.0112640201,44.4505789481,2766557274,2837399801,0.4393149280000017,2019,Sexta-feira,9.139505296522547,0.008357324432992197
Litecoin,2019-12-14,44.6584047703,43.5163496381,44.4495687595,43.722186116,2721787991,2791200748,-0.7273826435000004,2019,Sábado,8.973353512815741,-0.01638657694313639
Litecoin,2019-12-15,44.3141517949,42.7610650484,43.8459380436,43.7568277758,2668105124,2784724201,-0.08911026780000242,2019,Domingo,8.981255531222127,0.0007923130766629427
Litecoin,2019-12-16,43.8669463084,40.0483699793,43.7841590138,40.3742589302,3046141449,2569728492,-3.4099000836,2019,Segunda-feira,8.20966659948158,-0.07730379503129226
Litecoin,2019-12-17,40.4158805406,36.9251153874,40.358624173,37.0834290368,3283924746,2360532950,-3.2751951362000042,2019,Terça-feira,7.459004000170029,-0.08150811880136966
Litecoin,2019-12-18,41.0999861639,36.6729435873,37.1162773394,40.7785438925,3845534650,2596036805,3.6622665530999967,2019,Quarta-feira,8.301886984762307,0.09964328951438461
Litecoin,2019-12-19,41.1233720178,39.0668716057,40.7934546736,39.920295762,3173676635,2541689077,-0.8731589116000009,2019,Quinta-feira,8.106114248593991,-0.02104656146532602
Litecoin,2019-12-20,40.5880019998,39.6741091083,39.9399059512,40.2901587562,2778859161,2565522972,0.3502528050000038,2019,Sexta-feira,8.190482728767384,0.009265036421700845
Litecoin,2019-12-21,40.3355790921,39.7354631718,40.3048177276,39.9968286903,2655178488,2547148313,-0.30798903730000404,2019,Sábado,8.123571974684856,-0.007280439565278796
